id,track_name,track_artist,track_album_name,track_album_release_date,track_popularity,tempo,loudness,danceability
837,Anti-Hero,Taylor Swift,Midnights,2022-10-21,0.40625,0.29668356371934695,0.8233121189194001,0.5895610913404508
838,Complicated,Avril Lavigne,Let Go,2002-06-04,0.40625,0.17883441511880938,0.8399350215852954,0.5326215895610913
839,Paradise,Coldplay,Mylo Xyloto,2011-10-24,0.40625,0.5631893654564388,0.8207307846366105,0.37129300118623954
840,Memories,Maroon 5,JORDI (Deluxe),2021-06-11,0.4375,0.2602831970969492,0.810049401397481,0.7580071174377224
841,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),2014-06-21,0.40625,0.1851380757312185,0.8363078018603409,0.7651245551601423
842,Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,2001-03-27,0.375,0.18554959066734006,0.84073612532823,0.4092526690391458
843,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),2023-05-25,0.375,0.3787870285504075,0.8614758111175398,0.6346381969157769
844,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,0.34375,0.565452697605108,0.8392896880145979,0.6737841043890864
845,Try,P!nk,The Truth About Love,2012-09-18,0.34375,0.3410149454742711,0.8136543682406873,0.6381969157769869
846,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,0.4375,0.2852297313306274,0.8685522275134631,0.6832740213523131
847,7 Years,Lukas Graham,Lukas Graham,2016-04-01,0.34375,0.4407387316610864,0.8414704704259202,0.7461447212336891
848,Heartbreak Anniversary,Giveon,TAKE TIME,2020-03-27,0.34375,0.24804374528472478,0.7717076861453559,0.37129300118623954
849,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),2021-08-13,0.34375,0.4160478354937868,0.8307223285415462,0.7829181494661922
850,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),2015-01-09,0.3125,0.3662046476247483,0.8096488495260137,0.5860023724792407
851,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),2022-04-22,0.3125,0.3235068554647314,0.8523743824825315,0.4922894424673784
852,She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,0.375,0.3285572660444063,0.8472562196804487,0.6109134045077105
853,This Town,Niall Horan,Flicker (Deluxe),2017-10-20,0.3125,0.389816875853426,0.7827673683742045,0.641755634638197
854,Lil Boo Thang,Paul Russell,Lil Boo Thang,2023-08-18,0.3125,0.40637723449492785,0.8979260314210691,0.8469750889679714
855,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),2021-07-09,0.3125,0.7520934263606494,0.8491477146290445,0.5397390272835112
856,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,2020-05-08,0.3125,0.8071927822774236,0.8230228314566737,0.5468564650059311
857,Marry You,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,0.3125,0.5960731498974332,0.8629222484311719,0.5753262158956108
858,Dancing On My Own,Calum Scott,Only Human (Deluxe),2018-03-09,0.3125,0.39509798420032055,0.7765810672482087,0.6465005931198102
859,Without Me,Halsey,Manic,2020-01-17,0.3125,0.5409862641302383,0.8142997018113847,0.730723606168446
860,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",Leave Before You Love Me,2021-05-21,0.28125,0.44063897046445083,0.8650362721972497,0.6939501779359429
861,Best Day Of My Life,American Authors,"Oh, What A Life",2014-01-01,0.28125,0.31616193736243875,0.9179536249944369,0.6370106761565836
862,Sugar,Maroon 5,V,2014-09-02,0.3125,0.44126247794342305,0.8141884374026437,0.7259786476868326
863,The Middle,"Zedd, Maren Morris, Grey",The Middle,2018-01-23,0.25,0.3597949907409141,0.9030664471049001,0.7319098457888493
864,Lose You To Love Me,Selena Gomez,Rare,2020-01-10,0.25,0.33366379229718873,0.771240375628644,0.45077105575326215
865,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",Late Night Feelings,2019-06-21,0.25,0.4037896784571932,0.8411366771996974,0.5516014234875444
866,Last Night,Morgan Wallen,3 Songs At A Time Sampler,2023-01-31,0.25,0.9633627005355934,0.8503271173616984,0.4223013048635824
867,Royals,Lorde,Pure Heroine,2013-09-27,0.25,0.22178784534520507,0.7596911300013353,0.6381969157769869
868,Bleeding Love,Leona Lewis,Spirit,2007,0.21875,0.3412518783162805,0.8402020561662735,0.5954922894424673
869,A Thousand Miles,Vanessa Carlton,Be Not Nobody,2002-04-30,0.21875,0.2844815223558607,0.8852418888246029,0.5029655990510083
870,Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,0.21875,0.4348902315083271,0.8752503449196671,0.5824436536180307
871,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2019-06-21,0.21875,0.42175292892638255,0.8367973652588011,0.7390272835112692
872,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,0.1875,0.6894309247239421,0.8577150741020962,0.44958481613285883
873,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,2008-05-12,0.1875,0.6338265277492006,0.7635408785437715,0.6725978647686831
874,Wherever You Will Go,The Calling,Camino Palmero,2001,0.1875,0.39107636096094983,0.8574035337576217,0.5005931198102017
875,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,0.1875,0.49729086000386596,0.8146112421558592,0.863582443653618
876,Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,2012-11-18,0.1875,0.26940511151431273,0.8429614135030488,0.41043890865954913
877,You Know I'm No Good,Amy Winehouse,Back To Black (Deluxe Edition),2006,0.1875,0.3371304938802742,0.6547020339133919,0.6619217081850532
878,Be Alright,Dean Lewis,Be Alright,2018-06-29,0.1875,0.4824638521539067,0.8305665583693089,0.494661921708185
879,Someone To You,BANNERS,Where The Shadow Ends,2019-10-04,0.1875,0.1601354258244328,0.8488584271663181,0.4555160142348754
880,Arcade,Duncan Laurence,Arcade,2019-03-07,0.15625,0.14164842907290676,0.6907294494637056,0.3831553973902728
881,Fight Song,Rachel Platten,Wildfire,2016-01-01,0.15625,0.7894789347998232,0.8602073968578932,0.5077105575326215
882,Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,0.15625,0.44086343315688087,0.8692198139659086,0.6915776986951363
883,What About Us,P!nk,Beautiful Trauma,2017-10-13,0.125,0.40093401420350044,0.8337264675775513,0.4211150652431791
884,Demons,Imagine Dragons,Night Visions,2012-09-04,0.125,0.25329367825767074,0.9040900796653167,0.43179122182680896
885,If You Love Her,Forest Blakk,If You Love Her,2020-09-30,0.125,0.009489783829957077,0.7912234634385154,0.17793594306049818
886,Issues,Julia Michaels,Nervous System,2017-07-28,0.125,0.40428224936558127,0.8187057723975255,0.7022538552787663
887,You Say,Lauren Daigle,Look Up Child,2018-09-07,0.125,0.6145788518733284,0.8178601628910944,0.42467378410438905
888,If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),2019-10-17,0.125,0.16520454162847692,0.7467399528238907,0.3890865954922894
889,Halo,Beyoncé,I AM...SASHA FIERCE,2008-11-17,0.09375,0.19127962439909474,0.8397124927678135,0.4412811387900355
890,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,2012-02-21,0.09375,0.8403696152335351,0.8471004495082114,0.28706998813760376
892,Back To Black,Amy Winehouse,Back To Black,2006-10-27,0.0625,0.4612396575696927,0.8976589968400909,0.4199288256227758
893,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",2019-10-04,0.0625,0.25368025289463353,0.8678401352975211,0.6144721233689205
894,Rise Up,Andra Day,Cheers to the Fall,2015-08-28,0.0625,0.43194727620757817,0.8147225065646002,0.3107947805456702
895,Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,2012-01-01,0.0625,0.5031830056801534,0.867817882415773,0.6287069988137604
896,jar of hearts,Christina Perri,lovestrong.,2011-05-10,0.03125,0.157348347393427,0.8345053184387379,0.25266903914590744
897,Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),2015-05-04,0.03125,0.4226383095465231,0.9070942187013219,0.31198102016607354
898,Control,Zoe Wees,Control,2020-03-13,0.03125,0.4021934993110244,0.8610085006008279,0.5504151838671411
900,Starboy,"The Weeknd, Daft Punk",Starboy,2016-11-25,0.59375,0.8523222536054322,0.8150785526725712,0.6441281138790036
904,Take on Me,a-ha,Hunting High and Low,1985-06-01,0.5,0.21889477064277402,0.801215007343451,0.5183867141162514
905,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,0.5,0.31623675825991543,0.8400685388757845,0.7615658362989324
906,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",Confessions (Expanded Edition),2004-03-23,0.5,0.3473747217597876,0.8666162268013708,0.8991696322657176
907,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,2014-12-02,0.46875,0.49090614341919053,0.8865325559659977,0.524317912218268
908,Livin' On A Prayer,Bon Jovi,Slippery When Wet,1986-08-16,0.46875,0.4564324149068169,0.8875784414081624,0.46975088967971523
909,Wake Me Up,Avicii,True,2013-01-01,0.46875,0.46622771740147034,0.8444078508166808,0.46975088967971523
910,Toxic,Britney Spears,In The Zone,2003-11-13,0.46875,0.5844447354146014,0.8840847389736971,0.7568208778173191
911,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),1983-01-04,0.46875,0.4728057213046272,0.8043304107881971,0.6595492289442466
912,TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,0.46875,0.44096319435351644,0.9106991855445281,0.734282325029656
913,Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,0.46875,0.3157566575011069,0.8895366950020028,0.6156583629893239
914,Dancing Queen,ABBA,Arrival,1976,0.4375,0.3211001165958987,0.8262272464284125,0.48279952550415184
916,The Way I Are,"Timbaland, Keri Hilson, D.O.E.",Shock Value,2007-01-01,0.4375,0.4080045890150454,0.8267168098268727,0.7034400948991696
919,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Raymond v Raymond (Expanded Edition),2010-03-30,0.40625,0.44055791449218445,0.8955672259557613,0.6251482799525504
920,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,0.40625,0.2721921899453184,0.8433397124927678,0.7390272835112692
921,Ms. Jackson,Outkast,Stankonia,2000-10-31,0.40625,0.284587518627286,0.8388668832613824,0.8386714116251481
922,Poker Face,Lady Gaga,The Fame,2008-01-01,0.40625,0.4345597725444718,0.8684187102229739,0.8481613285883748
923,Time of Our Lives,"Pitbull, Ne-Yo",Globalization,2014-11-21,0.4375,0.46586608306366645,0.8421825626418622,0.6939501779359429
925,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02,0.40625,0.43341875385795264,0.774823089590102,0.6797153024911031
927,Gimme More,Britney Spears,Blackout,2007-10-25,0.375,0.39916325296321936,0.9015087453825271,0.7734282325029656
928,24K Magic,Bruno Mars,24K Magic,2016-11-17,0.375,0.35954558774932516,0.8758956784903645,0.8090154211150651
929,Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,1983-10-14,0.375,0.4431080600811808,0.8622101562152299,0.6809015421115064
931,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,2011-11-11,0.375,0.25367401781984383,0.8979037785393209,0.6049822064056939
932,Call Me Maybe,Carly Rae Jepsen,Kiss,2012-01-01,0.375,0.44091954882998835,0.8254706484489742,0.7663107947805456
933,No Lie,"Sean Paul, Dua Lipa",Mad Love The Prequel,2018-06-29,0.375,0.32880666903599526,0.9074947705727893,0.7188612099644127
935,SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",FutureSex/LoveSounds,2006-09-12,0.375,0.42208338789023786,0.847411989852686,0.9857651245551601
936,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,0.375,0.49045721803433046,0.8293203969914105,0.7212336892052194
937,What Do You Mean?,Justin Bieber,Purpose (Deluxe),2015-11-13,0.34375,0.47208868770380913,0.7905336241043216,0.8410438908659549
938,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,0.34375,0.4574300268731724,0.8469669322177222,0.8279952550415183
939,Wannabe,Spice Girls,Spice,1996-01-01,0.34375,0.3784939800352906,0.8343495482665005,0.7497034400948991
940,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over (Revised International Standard version),2010,0.34375,0.4909560240175082,0.8719346655391874,0.6951364175563463
941,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,2000-05-16,0.34375,0.2852422014802068,0.8500378298989719,0.7295373665480427
942,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,1981,0.34375,0.5931613699706328,0.7868396457341226,0.43179122182680896
943,Just Dance,"Lady Gaga, Colby O'Donis",The Fame,2008-01-01,0.34375,0.43449118672178483,0.8701321821175843,0.8137603795966784
945,Candy Shop,"50 Cent, Olivia",The Massacre,2005-03-03,0.3125,0.47308629967016474,0.7940273265387868,0.5658362989323843
946,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,1979,0.3125,0.43784565695865535,0.7563309448573591,0.7271648873072359
947,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,2012-09-14,0.3125,0.4971661585080714,0.9011972050380525,0.564650059311981
949,Rock Your Body,Justin Timberlake,Justified,2002-11-04,0.3125,0.3221476091605719,0.8364413191508301,0.8967971530249109
950,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,0.3125,0.4714714152996267,0.8708442743335263,0.6773428232502965
951,Believe,Cher,Believe,1998,0.3125,0.5216887076560484,0.8216431527882861,0.6120996441281138
952,Don't Go Breaking My Heart,"Elton John, Kiki Dee",Rock Of The Westies,1975-10-24,0.3125,0.5122363342748297,0.774823089590102,0.7034400948991696
953,Can't Get You out of My Head,Kylie Minogue,Fever,2001-10-01,0.3125,0.4782427065212648,0.8039298589167297,0.7473309608540925
954,Temperature,Sean Paul,The Trinity,2005-09-26,0.3125,0.4722133891996036,0.8671502959633273,0.9667852906287068
955,Latch,"Disclosure, Sam Smith",Settle (Special Edition),2013-06-03,0.3125,0.45314029541784356,0.8497707953179937,0.4353499406880189
958,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,1980,0.3125,0.34969416958156424,0.8409586541457119,0.49584816132858833
960,Shake It Off,Taylor Swift,1989 (Deluxe),2014-01-01,0.3125,0.6906779396818867,0.8513730028038632,0.6061684460260972
961,Pon de Replay,Rihanna,Music Of The Sun,2005-08-29,0.3125,0.30995803794666527,0.7839245182251102,0.7627520759193357
962,Lady - Hear Me Tonight,Modjo,Modjo (Remastered),2001,0.28125,0.47845469906411536,0.8459655525390539,0.6927639383155396
963,All That She Wants,Ace of Base,The Sign,1993-12-24,0.28125,0.27720519007625505,0.7555743468779208,0.7852906287069988
966,Levels - Radio Edit,Avicii,Levels,2011-10-28,0.28125,0.47844846398932567,0.8389781476701234,0.5314353499406879
967,Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,2008-02-08,0.28125,0.4223702013305651,0.903288975922382,0.930011862396204
968,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),2012,0.28125,0.5402754656042099,0.8903600516266857,0.6370106761565836
970,Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",Dangerously In Love,2003-06-24,0.28125,0.3108808290155442,0.8244025101250613,0.6049822064056939
972,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,2012-10-09,0.25,0.6033868926257773,0.8720014241844319,0.5990510083036773
973,Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,0.25,0.47200139665675306,0.9165071876808047,0.7247924080664293
974,No Diggity,"Blackstreet, Dr. Dre, Queen Pen",Another Level,1996-09-09,0.25,0.2452192564049806,0.8671725488450754,0.8671411625148279
975,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,0.25,0.3778205919580006,0.7048155236103075,0.5468564650059311
977,International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),2011-06-17,0.28125,0.4411003659988903,0.903645022030353,0.6334519572953736
978,Mamma Mia,ABBA,Abba,1975,0.25,0.5501954695946578,0.8151675641995639,0.7271648873072359
979,Don't You Want Me,The Human League,Dare!,1981,0.25,0.42617359695229556,0.7903778539320843,0.7058125741399762
980,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-05-06,0.25,0.3973301409750411,0.8440072989452134,0.6287069988137604
981,Boogie Wonderland,"Earth, Wind & Fire, The Emotions",I Am,1979-06,0.25,0.5138325134209987,0.7310516711914193,0.7900355871886121
983,Con Calma,"Daddy Yankee, Snow",Con Calma,2019-01-24,0.25,0.27860808190394254,0.9121678757399083,0.7129300118623961
984,Glad You Came,The Wanted,Battleground (Deluxe Edition),2011-01-01,0.25,0.4837171021866408,0.8849971071253728,0.6951364175563463
985,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission : Extended,2015-11-27,0.25,0.303660612409046,0.9026213894699364,0.6963226571767496
986,Good Feeling,Flo Rida,Wild Ones,2012-06-22,0.25,0.49073779639986786,0.8722907116471583,0.6761565836298932
990,Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,2012-08-17,0.21875,0.47851081473722284,0.8761849659530909,0.5029655990510083
991,Replay,Iyaz,Replay,2009-08-18,0.21875,0.26016473067594453,0.8304775468423161,0.6761565836298932
992,Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),2014-08-22,0.21875,0.5028151362675597,0.8526859228270062,0.6524317912218268
993,"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",Come Into My Life (The Album),1997-11-17,0.21875,0.4968419346190059,0.877253104277004,0.6737841043890864
994,Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',1983-11-02,0.21875,0.45631394848581214,0.8148115180915929,0.517200474495848
995,Ride Wit Me,"Nelly, City Spud",Country Grammar,2000-06-27,0.21875,0.32777788169569105,0.826761315590369,0.8469750889679714
996,Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,1999-07-19,0.21875,0.7778567553917812,0.8209310605723442,0.5765124555160142
998,Let's Groove,"Earth, Wind & Fire",Raise!,1981-11-14,0.21875,0.4721822138256549,0.7776269526903734,0.8695136417556345
1000,"Whenever, Wherever",Shakira,Laundry Service,2001-11-13,0.1875,0.3638290841298642,0.8629890070764165,0.7805456702253855
1001,Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",Destination Calabria,2007-02-19,0.1875,0.49076897177381645,0.8642796742178113,0.5824436536180307
1002,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,Backstreet's Back,1997-08-12,0.1875,0.36606747597937456,0.8772976100405003,0.7058125741399762
1003,Like a Prayer,Madonna,Celebration (double disc version),2009-09-18,0.1875,0.38490987199391463,0.8535760380969336,0.5800711743772241
1004,Hot N Cold,Katy Perry,One Of The Boys,2008-06-17,0.1875,0.5158090321293405,0.8831501179402733,0.6761565836298932
1005,Bye Bye Bye,*NSYNC,No Strings Attached,2000-03-21,0.1875,0.7691027103870114,0.8642351684543149,0.5670225385527876
1006,Hot In Herre,Nelly,Nellyville,2002-06-25,0.1875,0.36020027060224596,0.8654145711869687,0.9727164887307235
1007,Take A Chance On Me,ABBA,The Album,1977,0.1875,0.360131684779559,0.7904223596955806,0.6500593119810202
1008,Barbie Girl,Aqua,Aquarium (Special Edition),1997-01-01,0.1875,0.5030832444835178,0.7264453246695448,0.8018979833926453
1009,Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",Shock Value,2007-04-02,0.1875,0.3823098458066005,0.884307267791179,0.9952550415183866
1010,Just Can't Get Enough,Depeche Mode,Speak and Spell (Deluxe),1981-11-02,0.1875,0.4917167031418544,0.7628510392095778,0.7473309608540925
1011,Stayin' Alive,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),1977-12-13,0.1875,0.3388077289987094,0.5307312296942455,0.6773428232502965
1012,Return of the Mack,Mark Morrison,Return of the Mack,1996-04-22,0.15625,0.2879482239389462,0.8514842672126041,0.686832740213523
1013,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,1979-08-10,0.15625,0.4338115635697051,0.751435310872758,0.8801897983392645
1016,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,1975,0.15625,0.3435775612128468,0.6710133962348124,0.7129300118623961
1017,Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",Don't Worry (feat. Ray Dalton),2015-04-10,0.15625,0.45941278065630403,0.8552227513462994,0.800711743772242
1018,Livin' la Vida Loca,Ricky Martin,Ricky Martin,1999,0.15625,0.8026910582792444,0.8876006942899106,0.3428232502965598
1019,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),2013-01-01,0.15625,0.4407449667358761,0.8653478125417242,0.8505338078291814
1020,4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",Celebration (double disc version),2009-09-18,0.15625,0.3973052006758822,0.8616538341715253,0.7319098457888493
1021,Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),2004-09-10,0.15625,0.4803314565758217,0.8261382349014198,0.5468564650059311
1022,Best of My Love,The Emotions,Rejoice,1977-06-10,0.15625,0.4123753764426405,0.8184164849347991,0.7686832740213523
1023,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",Get Up (Rattle) [feat. Far East Movement],2012-12-08,0.125,0.4906068598292837,0.9113222662334773,0.7888493475682088
1024,Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,1986-03-31,0.15625,0.3876969504249204,0.6988517513017937,0.9039145907473308
1025,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",Nothing but the Beat (Ultimate Edition),2012-12-07,0.125,0.5024160914810174,0.9026881481151809,0.6287069988137604
1026,I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17,0.125,0.5031144198574664,0.900551871467355,0.6714116251482798
1030,Miami,Will Smith,Big Willie Style,1997-10-03,0.125,0.36702767749699167,0.8337042146958031,0.879003558718861
1031,Coco Jamboo,Mr. President,We See The Same Sun,1996-05-17,0.125,0.31621805303554623,0.8507054163514176,0.8256227758007116
1032,Born to Be Alive - The Original,Patrick Hernandez,Born to Be Alive (The Original),1978,0.125,0.5122924499479371,0.8419377809426322,0.6737841043890864
1033,Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",Music Sounds Better With You,1998-07-20,0.125,0.4666579375619612,0.8111620454848903,0.7034400948991696
1034,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),2012-01-01,0.125,0.5160272597469808,0.9072944946370556,0.7010676156583628
1036,All Around The World (La La La),"R3HAB, A Touch Of Class",All Around The World (La La La),2019-04-05,0.09375,0.47163976231894905,0.8592505229427212,0.7081850533807829
1037,The Sign,Ace of Base,The Sign,1993-12-24,0.09375,0.29730083612352937,0.8177043927188572,0.797153024911032
1038,Don't Cha,"The Pussycat Dolls, Busta Rhymes",PCD,2005-01-01,0.09375,0.44088837345603976,0.893853754061151,0.8766310794780544
1039,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1990-02-20,0.09375,0.52277361066946,0.6769994214250745,0.8671411625148279
1040,Love Really Hurts Without You,Billy Ocean,Billy Ocean (Expanded Edition),1976-01-05,0.09375,0.5716129514973534,0.888134763451867,0.4531435349940688
1041,Cotton Eye Joe,Rednex,Sex & Violins,1994-08-12,0.09375,0.5155222186890132,0.803484801281766,0.7034400948991696
1042,Born This Way,Lady Gaga,Born This Way (International Special Edition Version),2011-05-23,0.09375,0.46514904946284835,0.8575147981663627,0.5349940688018979
1043,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,0.0625,0.3283390384267661,0.8806577951844765,0.6927639383155396
1045,Tarzan Boy,Baltimora,Living In The Background,1985-01-01,0.0625,0.36199597214168594,0.697472072633406,0.6500593119810202
1046,The Rhythm of the Night,Corona,The Rhythm of the Night,1994,0.0625,0.48947207621755434,0.7147848146334951,0.65717674970344
1047,Never Forget You,"Zara Larsson, MNEK",So Good,2017-03-17,0.0625,0.6029317321661274,0.8436957586007389,0.5302491103202845
1048,Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,2008-11-04,0.0625,0.41592313399799247,0.9092304953491478,0.9999999999999999
1049,Beanie,Chezile,Beanie,2023-11-28,0.4375,0.5591178616187502,0.8322132716186746,0.4685646500593119
1050,the perfect pair,beabadoobee,Beatopia,2022-07-15,0.375,0.6032310157560341,0.8194623703769639,0.5907473309608541
1051,Nothing's New,Rio Romeo,Good God!,2022-09-23,0.3125,0.2923439516657003,0.7862165650451735,0.33807829181494653
1052,Bags,Clairo,Immunity,2019-08-02,0.3125,0.34723755011441365,0.7999688459655526,0.7188612099644127
1053,Tip Toe,HYBS,Tip Toe,2023-06-20,0.25,0.7145083955282046,0.7781832747340781,0.6536180308422301
1054,For the First Time,Mac DeMarco,This Old Dog,2017-05-05,0.375,0.1634213102386164,0.7382170991143354,0.4922894424673784
1055,Better,sign crushes motorist,i'll be okay,2022-08-05,0.15625,0.5030707743339382,0.4103431394365571,0.6642941874258599
1057,4EVER,Clairo,4EVER,2018-04-27,0.15625,0.3306210757998043,0.8025946860118386,0.7283511269276394
1058,In A Good Way,Faye Webster,I Know I'm Funny haha,2021-06-25,0.09375,0.1360368617621569,0.7744892963638792,0.5349940688018979
1059,i wanna be your girlfriend,girl in red,i wanna be your girlfriend,2018-03-02,0.15625,0.6646340322852176,0.652454492856825,0.4804270462633452
1063,Like a Stone,Audioslave,Audioslave,2002-11-17,0.28125,0.36502621848949085,0.8493034848012818,0.5670225385527876
1064,Do I Wanna Know?,Arctic Monkeys,AM,2013-09-09,0.5,0.22274804686282218,0.8021496283768749,0.4887307236061684
1067,Ride,Twenty One Pilots,Blurryface,2015-05-15,0.375,0.16014166089922255,0.8520183363745606,0.6037959667852906
1068,Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),1999-06-08,0.40625,0.4609216687554168,0.8985268592282701,0.3819691577698695
1069,What I've Done,Linkin Park,Minutes to Midnight,2007-05-14,0.40625,0.4413622391400586,0.8625439494414527,0.5824436536180307
1070,Decode,Paramore,Decode,2008-11-04,0.09375,0.7154873022701909,0.8772976100405003,0.17081850533807832
1071,Breaking the Habit,Linkin Park,Meteora (Bonus Edition),2003-09-16,0.1875,0.31618687766159764,0.8741822065957542,0.5266903914590746
1073,BURN IT DOWN,Linkin Park,LIVING THINGS,2012-06-19,0.25,0.3784752748109214,0.8721571943566693,0.5326215895610913
